1;0.5
2;0
3;0.5
4;0
5;0.5
6;0
7;0.5
8;0
9;0.5
10;0
11;0
12;0
13;0.5
14;0
15;0.5
16;0
17;0.5
18;0
19;0.5
20;0.5
21;0.5
22;0.5
23;0.5
24;0.7142857142857143
25;0.5
26;0.7142857142857143
27;0.5
28;0.5
29;0.5
30;0.5
31;0.5
32;0.5
33;0.5
34;0.5
35;0.5
36;0.5
37;0.5
38;0.5
39;0.5
40;0.5
41;0.5
42;0.5
43;0.5
44;0.5
45;0.5
46;0.7142857142857143
47;0.5
48;0.7142857142857143
49;0.5
50;0.5
51;0
52;0
53;0
54;0.5
55;0
56;0
57;0
58;0
59;0
60;0
61;0.5
62;0
63;0.5
64;0
65;0.5
66;0
67;0.5
68;0.5
69;0
70;0.5
71;0
72;0.5
73;0
74;0.7142857142857143
75;0
76;0.5
77;0
78;0
79;0.5
80;0
81;0
82;0.5
83;0
84;0
85;0.5
86;0
87;0.7142857142857143
88;0
89;0
90;0.5
91;0
92;0.5
93;0
94;0.5
95;0
96;0
97;0.5
98;0
99;0
100;0.5
101;0.5
102;0
103;0
104;0.5
105;0
106;0
107;0
108;0.5
109;0
110;0
111;0.5
112;0
113;0
114;0
115;0
116;0
117;0
118;0
119;0
120;0.5
121;0
122;0
123;0
124;0
125;0
126;0
127;0
128;0
129;0
130;0
131;0
132;0
133;0
134;0
135;0
136;0.5
137;0
138;0.5
139;0
140;0.5
141;0
142;0
143;0
144;0
145;0
146;0.5
147;0
148;0.5
149;0
150;0
151;0
152;0
153;0
154;0.5
155;0
156;0
157;0
158;0
159;0
160;0.5
161;0
162;0.5
163;0
164;0.5
165;0
166;0
167;0.5
168;0.5
169;0
170;0.5
171;0
172;0
173;0
174;0
175;0.5
176;0.5
177;0
178;0
179;0
180;0.5
181;0
182;0
183;0.5
184;0.7142857142857143
185;0
186;0
187;0
188;0
189;0
190;0
191;0.7142857142857143
192;0.5
193;0
194;0
195;0
196;0.5
197;0
198;0.5
199;0
200;0.5
201;0
202;0.5
203;0
204;0.5
205;0
206;0.5
207;0
208;0.5
209;0
210;0
211;0.5
212;0.5
213;0.5
214;0
215;0.5
216;0
217;0
218;0.5
219;0
220;0
221;0
222;0
223;0
224;0
225;0
226;0
227;0
228;0.5
229;0.5
230;0.5
231;0
232;0
233;0.5
234;0
235;0
236;0.5
237;0
238;0.5
239;0
240;0
241;0.5
242;0.7142857142857143
243;0
244;0
245;0
246;0
247;0
248;0
249;0.7142857142857143
250;0.5
251;0
252;0
253;0
254;0.5
255;0
256;0.5
257;0
258;0.5
259;0
260;0
261;0.5
262;0
263;0
264;0.5
265;0.5
266;0
267;0
268;0.5
269;0
270;0
271;0
272;0.5
273;0
274;0
275;0.5
276;0
277;0
278;0
279;0
280;0
281;0
282;0
283;0
284;0.5
285;0
286;0
287;0
288;0
289;0
290;0
291;0
292;0
293;0
294;0
295;0
296;0
297;0
298;0
299;0
300;0.5
301;0
302;0.5
303;0
304;0.5
305;0
306;0
307;0
308;0
309;0
310;0.5
311;0
312;0.5
313;0
314;0
315;0
316;0
317;0
318;0.5
319;0
320;0
321;0
322;0
323;0
324;0.5
325;0
326;0.5
327;0
328;0.5
329;0
330;0
331;0.5
332;0.5
333;0
334;0.5
335;0
336;0
337;0
338;0
339;0.5
340;0.5
341;0
342;0
343;0
344;0.5
345;0
346;0
347;0.5
348;0.7142857142857143
349;0
350;0
351;0
352;0
353;0
354;0
355;0.7142857142857143
356;0.5
357;0
358;0
359;0
360;0.5
361;0
362;0.5
363;0
364;0.5
365;0
366;0.5
367;0
368;0.5
369;0
370;0.5
371;0
372;0.5
373;0
374;0
375;0.5
376;0.5
377;0.5
378;0
379;0.5
380;0
381;0
382;0.5
383;0
384;0
385;0
386;0
387;0
388;0
389;0
390;0
391;0
392;0.5
393;0.5
394;0.5
395;0
396;0
397;0.5
398;0
399;0
400;0.5
401;0
402;0.5
403;0
404;0
405;0.5
406;0.7142857142857143
407;0
408;0
409;0
410;0
411;0
412;0
413;0.7142857142857143
414;0.5
415;0
416;0
